"","status_id","created_at","text","source","is_quote","is_retweet","retweet_count","favorite_count","quoted_name"
"ArianaGrande.847","1032850335537221633",2018-08-24 04:41:24,"yeeeeee ! https://t.co/hqRXk0XmfC","Twitter for iPhone",TRUE,FALSE,4555,40146,"Scooter Braun"
"ArianaGrande.848","1032839767837290496",2018-08-24 03:59:24,"omg https://t.co/IDI0cxfwWg","Twitter for iPhone",TRUE,FALSE,2751,27313,"uyen"
"ArianaGrande.849","1032838752056565762",2018-08-24 03:55:22,"ur an angel https://t.co/7cwRNLcHET","Twitter for iPhone",TRUE,FALSE,3322,31510,"troye"
"ArianaGrande.850","1032826012457951232",2018-08-24 03:04:45,"@barstoolsports y’all do kno this man has an auto immune disease ...... right ? ..... like you do understand what you’re doing when u do this right ? jus wanna make sure","Twitter for iPhone",FALSE,FALSE,3185,28602,NA
"ArianaGrande.851","1032806834632118273",2018-08-24 01:48:32,"@meagangrande i don’t think i’ll ever get over this","Twitter for iPhone",FALSE,FALSE,545,5255,NA
"ArianaGrande.852","1032802017155198976",2018-08-24 01:29:24,"yo make a sweetener x talk that talk - riri playlist n hit shuffle for a very very good time ur welcome","Twitter for iPhone",FALSE,FALSE,8527,68944,NA
"ArianaGrande.853","1032743530362535936",2018-08-23 21:36:59,"u are out of dis world 🛸👽","Twitter for iPhone",FALSE,FALSE,9097,54808,NA
"ArianaGrande.854","1032743285738156035",2018-08-23 21:36:01,"@shadeofari where in france i’m running","Twitter for iPhone",FALSE,FALSE,730,6571,NA
"ArianaGrande.855","1032742485573951489",2018-08-23 21:32:50,"like it’s ......... astonishing","Twitter for iPhone",FALSE,FALSE,4761,41939,NA
"ArianaGrande.856","1032742440569065472",2018-08-23 21:32:39,"my god why are u all so cute ? how is it possible that you’re ALL THAT cute and also funny i really ..... lucked the fuck out","Twitter for iPhone",FALSE,FALSE,10651,104455,NA
"ArianaGrande.857","1032726247888044034",2018-08-23 20:28:19,"where is this i’m running https://t.co/GBrzVij7cF","Twitter for iPhone",TRUE,FALSE,4682,44495,"louna"
"ArianaGrande.858","1032723760011460609",2018-08-23 20:18:26,"we love u more https://t.co/y5hRxC1rSQ","Twitter for iPhone",TRUE,FALSE,2509,25041,"amb"
"ArianaGrande.859","1032723159491989504",2018-08-23 20:16:02,"thanks @papermagazine for letting @troyesivan and i talk ab how obsessed we are w each other for an hour https://t.co/hgm5Wv0QEk troye you’re the best interviewer, journalists across the globe are trembling i love u forever","Twitter for iPhone",FALSE,FALSE,4628,35011,NA
"ArianaGrande.860","1032708286611644416",2018-08-23 19:16:56,"@SlothsForAri coooo coooooooooooooo","Twitter for iPhone",FALSE,FALSE,511,4790,NA
"ArianaGrande.861","1032707521713238019",2018-08-23 19:13:54,"love","Twitter for iPhone",FALSE,FALSE,9072,55002,NA
"ArianaGrande.862","1032707361180401671",2018-08-23 19:13:16,"anyway i jus had to say that bc i love everyone a lot n that ain’t accurate or journalism 🛸 ok love u","Twitter for iPhone",FALSE,FALSE,3931,32856,NA
"ArianaGrande.863","1032706813735718914",2018-08-23 19:11:05,"they’re both so stunning i- https://t.co/MXK4cR6Vt2","Twitter for iPhone",TRUE,FALSE,4124,44248,"sav ♡"
"ArianaGrande.864","1032706388152266753",2018-08-23 19:09:24,"u kno https://t.co/gSv8uKBsV3","Twitter for iPhone",TRUE,FALSE,2265,22400,"tamara"
"ArianaGrande.865","1032705993321402368",2018-08-23 19:07:50,"also everything literally almost everything i say i say for comedic effect and am never serious .... like i’m always “on”....  if ever u think i’m being shady i’m jus goin for the laugh ..... if i’m being fr shady you’ll know 
i’m a v loving lil babe 👼🏼","Twitter for iPhone",FALSE,FALSE,7733,67842,NA
"ArianaGrande.866","1032705337378463744",2018-08-23 19:05:13,"i’m over the moon thank u","Twitter for iPhone",FALSE,FALSE,5263,37534,NA
"ArianaGrande.867","1032705157312798720",2018-08-23 19:04:30,"i adore travis &amp; kylie and i love the astroworld album a joke issa joke watch the video, stop using me for clickbait so i can come online n celebrate my number one too pls ! hip hip hooray !","Twitter for iPhone",FALSE,FALSE,8286,63518,NA
"ArianaGrande.868","1032691446757904384",2018-08-23 18:10:02,"yo Veruca Salt was a bitch","Twitter for iPhone",FALSE,FALSE,6694,48898,NA
"ArianaGrande.869","1032683676608409601",2018-08-23 17:39:09,"🛸 @AppleMusic https://t.co/extEOW3eTz","Twitter for iPhone",FALSE,FALSE,7572,55360,NA
"ArianaGrande.870","1032680274621095937",2018-08-23 17:25:38,"n ohhh i gotta keep ... keep on breathin","Twitter for iPhone",FALSE,FALSE,14437,78038,NA
"ArianaGrande.871","1032661579303534598",2018-08-23 16:11:21,"nothin to wish for","Twitter for iPhone",FALSE,FALSE,6114,45103,NA
"ArianaGrande.872","1032660285532905477",2018-08-23 16:06:12,"ʎddɐɥ https://t.co/xAAXXfj4Y1","Twitter for iPhone",FALSE,FALSE,7621,44776,NA
"ArianaGrande.873","1032650872168296448",2018-08-23 15:28:48,"https://t.co/DrNk0G0HSA https://t.co/p1en0bQgSF","Twitter for iPhone",FALSE,FALSE,5899,36766,NA
"ArianaGrande.874","1032506678745485312",2018-08-23 05:55:49,"@arianalgbtq @musicnewsfact @taeswvng i love u gn","Twitter for iPhone",FALSE,FALSE,441,3926,NA
"ArianaGrande.875","1032505748406890496",2018-08-23 05:52:08,"☁️ https://t.co/37PX7BYbgh","Twitter for iPhone",FALSE,FALSE,10723,75813,NA
"ArianaGrande.876","1032489151424344064",2018-08-23 04:46:11,"i’m so thankful","Twitter for iPhone",FALSE,FALSE,10114,69117,NA
"ArianaGrande.877","1032487982941564928",2018-08-23 04:41:32,"hello that was the most fun i’ve ever had oƃɐɔᴉɥɔ noʎ ʞuɐɥʇ https://t.co/o7rsovUG6F","Twitter for iPhone",FALSE,FALSE,9086,76913,NA
"ArianaGrande.878","1032372901326901249",2018-08-22 21:04:14,"ʎdǝǝls os ɯ’ᴉ dlǝɥ","Twitter for iPhone",FALSE,FALSE,17614,86014,NA
"ArianaGrande.879","1032371488186232832",2018-08-22 20:58:37,"ɹǝuǝʇǝǝʍs x Nico Panda limited edition hoodies https://t.co/K7AdBuaqy4 https://t.co/Q3JmRwR5xe","Twitter for iPhone",FALSE,FALSE,4691,33580,NA
"ArianaGrande.880","1032341077238394880",2018-08-22 18:57:47,"u are cute","Twitter for iPhone",FALSE,FALSE,21967,112282,NA
"ArianaGrande.881","1032335302562668544",2018-08-22 18:34:50,"bathrooms sound pretty ☁️ https://t.co/NxEDdpChOd","Twitter for iPhone",FALSE,FALSE,24067,128250,NA
"ArianaGrande.882","1032325379619520512",2018-08-22 17:55:24,"day one without courtney ....... this kitchens not the same","Twitter for iPhone",FALSE,FALSE,4613,46005,NA
"ArianaGrande.883","1032298938769059846",2018-08-22 16:10:20,"🌧 https://t.co/YLHmzoYeAn","Twitter for iPhone",FALSE,FALSE,3528,29075,NA
"ArianaGrande.884","1032297662060654592",2018-08-22 16:05:16,"see u soon https://t.co/MiNAasuieN","Twitter for iPhone",TRUE,FALSE,3257,29829,"B96"
"ArianaGrande.885","1032281274176753664",2018-08-22 15:00:09,"♡ https://t.co/L7F9Nc4EJL","Twitter for iPhone",TRUE,FALSE,4588,36468,"Good Morning America"
"ArianaGrande.886","1032272102244663296",2018-08-22 14:23:42,"oƃɐɔᴉɥƆ uoos n ǝǝs","Twitter for iPhone",FALSE,FALSE,5790,62040,NA
"ArianaGrande.887","1032104876707389442",2018-08-22 03:19:12,"sisterhood of the traveling god is a woman choreography 
chapter two: Fergalicious https://t.co/EkrLaLZUS2","Twitter for iPhone",FALSE,FALSE,13920,75576,NA
"ArianaGrande.888","1032011988275212288",2018-08-21 21:10:06,"hello here is some more cool sweetener stuff https://t.co/K7AdBus1WE https://t.co/q1U71rx2jQ","Twitter for iPhone",FALSE,FALSE,5771,41047,NA
"ArianaGrande.889","1031999757433151488",2018-08-21 20:21:30,"omg https://t.co/gavdQ9ZZU9","Twitter for iPhone",TRUE,FALSE,5881,45533,"manuela"
"ArianaGrande.890","1031999410560020481",2018-08-21 20:20:07,"@sweetenergabry i love u","Twitter for iPhone",FALSE,FALSE,442,3778,NA
"ArianaGrande.891","1031999283711619072",2018-08-21 20:19:37,"thanks for a wonderful comfortable interview and for kissing nonna on the cheek she is floating @michaelstrahan see u tomorrow @GMA https://t.co/TBy3uoW0YV","Twitter for iPhone",FALSE,FALSE,4095,31834,NA
"ArianaGrande.892","1031998292761174018",2018-08-21 20:15:41,"omg https://t.co/Az2niu9ctd","Twitter for iPhone",TRUE,FALSE,4314,34009,"tavia"
"ArianaGrande.893","1031983466890633216",2018-08-21 19:16:46,"me https://t.co/g83lowAARy","Twitter for iPhone",TRUE,FALSE,6084,50580,"jasper"
"ArianaGrande.894","1031961079293861889",2018-08-21 17:47:48,"tour passes n more here .... more sweetener stuff coming soon https://t.co/L9JATszYpf","Twitter for iPhone",FALSE,FALSE,4022,31888,NA
"ArianaGrande.895","1031960820715020290",2018-08-21 17:46:47,"thank you thank you thank you ♡ https://t.co/yy4UnbvSjG","Twitter for iPhone",TRUE,FALSE,4825,38337,"Pop Crave"
"ArianaGrande.896","1031946827854176257",2018-08-21 16:51:11,"thank god vmas are over so i can finally fucking post this. y’all..... this choreo works with every and i mean every song ever made. enjoy. more to come. https://t.co/eL8SjmQ7Ju","Twitter for iPhone",FALSE,FALSE,20670,102828,NA
"ArianaGrande.897","1031943003978514437",2018-08-21 16:35:59,"s∀WΛ 🛸 https://t.co/tQe3j42mET","Twitter for iPhone",FALSE,FALSE,11750,81615,NA
"ArianaGrande.898","1031940181870473217",2018-08-21 16:24:46,"omg https://t.co/oTnNQenTSv","Twitter for iPhone",TRUE,FALSE,5237,41896,"Ariana World News"
"ArianaGrande.899","1031935363772817414",2018-08-21 16:05:37,"you’re such a dream to me","Twitter for iPhone",FALSE,FALSE,36726,135150,NA
"ArianaGrande.900","1031931319364796416",2018-08-21 15:49:33,"noʎ ǝʌol","Twitter for iPhone",FALSE,FALSE,22365,93458,NA
"ArianaGrande.901","1031926574453608448",2018-08-21 15:30:42,"thank you to the brilliant Grande women for joining me on stage last night 
i love you so much
as Lani put it, it looked like Nonna was some legendary designer debuting her new collection *scream* https://t.co/l6u3bQ9H5J","Twitter for iPhone",FALSE,FALSE,9718,66820,NA
"ArianaGrande.902","1031785734074773505",2018-08-21 06:11:03,"i love y’all so much u have no idea. thank you. https://t.co/h5ackCKbtV","Twitter for iPhone",TRUE,FALSE,3885,36213,"aid"
"ArianaGrande.903","1031784689382633472",2018-08-21 06:06:54,"this was the best night ever. by far the best after party i ever been to. thank you for everything. i love u forever. #sweetenersessions https://t.co/sni2kgSvV9","Twitter for iPhone",FALSE,FALSE,12910,69550,NA
"ArianaGrande.904","1031744625730617345",2018-08-21 03:27:42,"Irving Plaza I made it I’m here","Twitter for iPhone",FALSE,FALSE,4308,42757,NA
"ArianaGrande.905","1031744023004934144",2018-08-21 03:25:18,"thank you and i love u so much. also none of this would be what it is without Dave Meyers. I’m beyond grateful for u. forgot to say that bc i almost passed tf out n don’t remember anything that happened tonight lmaosoao.","Twitter for iPhone",FALSE,FALSE,10886,82709,NA
"ArianaGrande.906","1031743011481374720",2018-08-21 03:21:17,"HAHAHAHA https://t.co/tDNhfjyuOE","Twitter for iPhone",TRUE,FALSE,6126,48083,"ᴛ𝙃a𝐋𝐸s"
"ArianaGrande.907","1031735057654919169",2018-08-21 02:49:41,"noʎ ʞuɐɥʇ https://t.co/o3UsUHDrb6 https://t.co/90epcnsSgc","Twitter for iPhone",FALSE,FALSE,15262,82693,NA
"ArianaGrande.908","1031650150555561985",2018-08-20 21:12:17,"same. https://t.co/78GuAHuTrM","Twitter for iPhone",FALSE,FALSE,3089,31018,NA
"ArianaGrande.909","1031642676389720065",2018-08-20 20:42:35,"these are sick. see u there. https://t.co/5Xf4ReNzuf","Twitter for iPhone",TRUE,FALSE,3142,28061,"Scooter Braun"
"ArianaGrande.910","1031641672181075968",2018-08-20 20:38:36,"more sweetener stuff https://t.co/L9JATszYpf","Twitter for iPhone",FALSE,FALSE,4098,28924,NA
"ArianaGrande.911","1031621649689391104",2018-08-20 19:19:02,"♡ https://t.co/eiPjc6SPVt","Twitter for iPhone",TRUE,FALSE,3708,27909,"Scooter Braun"
"ArianaGrande.912","1031621605959581696",2018-08-20 19:18:52,"eeeep ! https://t.co/iFIXRmn4w7","Twitter for iPhone",FALSE,FALSE,2809,23198,NA
"ArianaGrande.913","1031620528002490370",2018-08-20 19:14:35,"thank you https://t.co/SSF316rPsl","Twitter for iPhone",FALSE,FALSE,3619,28321,NA
"ArianaGrande.914","1031605205085892609",2018-08-20 18:13:41,"https://t.co/7UffZxJD2r","Twitter for iPhone",FALSE,FALSE,21113,127367,NA
"ArianaGrande.915","1031584825524842497",2018-08-20 16:52:42,"tag urself i’m scott https://t.co/9Wonf4uCYY","Twitter for iPhone",TRUE,FALSE,4972,39992,"daniela"
"ArianaGrande.916","1031566942212169730",2018-08-20 15:41:39,"hello what a week 
there is nothing more special than this feelin
see u tonight https://t.co/pst8pgxGti","Twitter for iPhone",FALSE,FALSE,18098,128945,NA
"ArianaGrande.917","1031394340927668224",2018-08-20 04:15:47,"comfy merch n stuff https://t.co/K7AdBus1WE https://t.co/4neQDRefjF","Twitter for iPhone",FALSE,FALSE,6766,51744,NA
"ArianaGrande.918","1031378603429257217",2018-08-20 03:13:15,"@tylerthecreator omg tysm come play qhiplash w us we miss u","Twitter for iPhone",FALSE,FALSE,780,9184,NA
"ArianaGrande.919","1031377704363413506",2018-08-20 03:09:41,"i-...... thank you so much https://t.co/jyu3xiSCHS","Twitter for iPhone",TRUE,FALSE,5639,51108,"Ariana World News"
"ArianaGrande.920","1031377296974864384",2018-08-20 03:08:04,"jesus https://t.co/7uPrEFNjeI","Twitter for iPhone",TRUE,FALSE,4019,34155,"Headline Planet"
"ArianaGrande.921","1031361874829500417",2018-08-20 02:06:47,"see u tomorrow @vmas @mtv #godisawoman https://t.co/Wj2Mpm6CSR","Twitter for iPhone",FALSE,FALSE,10812,74556,NA
"ArianaGrande.922","1031359675185487875",2018-08-20 01:58:02,"woah hi. ain’t every day u get to see sum like this. sorry i’m annoying but this is sick. i’m so grateful. thank u so much. https://t.co/Jh782D88sQ","Twitter for iPhone",FALSE,FALSE,8207,57826,NA
"ArianaGrande.923","1031356130755325952",2018-08-20 01:43:57,"wow my band is so sick this music live is so sick i’m so happy see u tomorrow sweetener sessions","Twitter for iPhone",FALSE,FALSE,6769,69294,NA
"ArianaGrande.924","1031311878226632704",2018-08-19 22:48:07,"this is just fucking wild .......... thank you i- ...... what https://t.co/N7xgeoYTbo","Twitter for iPhone",TRUE,FALSE,7835,60309,"Ariana Charts"
"ArianaGrande.925","1031261761402544129",2018-08-19 19:28:58,"ɯ˙ǝ˙ɹ @theroots https://t.co/qvZYy3nXji","Twitter for iPhone",FALSE,FALSE,13843,74109,NA
"ArianaGrande.926","1031226935735709697",2018-08-19 17:10:35,"uospᴉʌɐp ƃuᴉʞɔnɟ ǝʇǝd https://t.co/B7ivqmwhqQ","Twitter for iPhone",FALSE,FALSE,14647,96763,NA
"ArianaGrande.927","1031211032369352705",2018-08-19 16:07:23,"0:) https://t.co/jq8td9Imno","Twitter for iPhone",TRUE,FALSE,5079,45105,"alex"
"ArianaGrande.928","1031204323076784128",2018-08-19 15:40:44,"uoos llǝʍ ʇǝƃ https://t.co/o3UsUHDrb6 https://t.co/ayO2aH9CMn","Twitter for iPhone",FALSE,FALSE,23127,93624,NA
"ArianaGrande.929","1031064194593054720",2018-08-19 06:23:54,"we can leave rn boy u don’t need a duffle","Twitter for iPhone",FALSE,FALSE,7652,61123,NA
"ArianaGrande.930","1031064120873967616",2018-08-19 06:23:37,"what’s ya next month like tell me whatcha up to","Twitter for iPhone",FALSE,FALSE,7229,71756,NA
"ArianaGrande.931","1030991378971545600",2018-08-19 01:34:34,"oh wow. exceptional. https://t.co/3p8GLKJbD8","Twitter for iPhone",TRUE,FALSE,4077,38065,"‏ً"
"ArianaGrande.932","1030991235635404801",2018-08-19 01:34:00,"omg https://t.co/737hvtT9dE","Twitter for iPhone",TRUE,FALSE,5903,52250,"‏r o s e"
"ArianaGrande.933","1030982626281181185",2018-08-19 00:59:47,"i will never let u never let u go","Twitter for iPhone",FALSE,FALSE,17805,91241,NA
"ArianaGrande.934","1030981893133615105",2018-08-19 00:56:52,"big dick energy with a pinch of “i’m jenna rink, big time magazine editor” energy https://t.co/i3qMwpBWk1","Twitter for iPhone",FALSE,FALSE,12125,89586,NA
"ArianaGrande.935","1030954394114777088",2018-08-18 23:07:36,"first of all ............... ur the prettiest person i’ve ever seen @KimKardashian https://t.co/aZlzY2csx3","Twitter for iPhone",TRUE,FALSE,7325,67051,"KimKanyeKimYe"
"ArianaGrande.936","1030953030550736899",2018-08-18 23:02:11,"HONEST TO GOD ....... BE CUTER I FUCKING DARE U https://t.co/5YhzWSGN8e","Twitter for iPhone",TRUE,FALSE,4554,42097,"Grande Tour News"
"ArianaGrande.937","1030948294451712000",2018-08-18 22:43:22,"tell me what’s ya ɹǝuǝʇǝǝʍs top three ? https://t.co/o3UsUHDrb6 https://t.co/12XujrIwuL","Twitter for iPhone",FALSE,FALSE,7411,55106,NA
"ArianaGrande.938","1030888196895383553",2018-08-18 18:44:33,"♡ https://t.co/I0nLSs66XN","Twitter for iPhone",TRUE,FALSE,6399,50470,"chart data"
"ArianaGrande.939","1030872422436810752",2018-08-18 17:41:52,"@breathinwithari YOURE THE CUTEST PERSON IVE EVER SEEN","Twitter for iPhone",FALSE,FALSE,761,6549,NA
"ArianaGrande.940","1030868849892237312",2018-08-18 17:27:41,"@MissyElliott ily","Twitter for iPhone",FALSE,FALSE,867,6829,NA
"ArianaGrande.941","1030853222523719681",2018-08-18 16:25:35,":’) ♡ https://t.co/mcRNpRlloO","Twitter for iPhone",TRUE,FALSE,4853,36715,"mia"
"ArianaGrande.942","1030851008400949248",2018-08-18 16:16:47,"my laugh in everytime was prompted by max’s reactions to me cutting adlibs (u cant see but in the booth w me there’s a monitor where i can see everybody and he was bein v funny and sweet) https://t.co/jmJ8xPZln0","Twitter for iPhone",FALSE,FALSE,18388,88014,NA
"ArianaGrande.943","1030844471968231424",2018-08-18 15:50:48,"uoouɹǝʇɟɐ pooƃ https://t.co/FX6vV2e1A6","Twitter for iPhone",FALSE,FALSE,14693,105660,NA
"ArianaGrande.944","1030843506250735617",2018-08-18 15:46:58,"no matter what","Twitter for iPhone",FALSE,FALSE,8625,64446,NA
"ArianaGrande.945","1030839915666436097",2018-08-18 15:32:42,"♡ https://t.co/NuTfe8Q9Bn","Twitter for iPhone",TRUE,FALSE,4346,42971,"christine teigen"
"ArianaGrande.946","1030685696435073024",2018-08-18 05:19:53,"@tylerthecreator you’re the best ever. thank u man.","Twitter for iPhone",FALSE,FALSE,1319,14851,NA
"ArianaGrande.947","1030672769581834245",2018-08-18 04:28:31,"hi. today was beautiful. thank you. 
sweetener out now. https://t.co/UI1I8Tr9Sk","Twitter for iPhone",FALSE,FALSE,29249,127075,NA
